timestamp,q_w,q_x,q_y,q_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
4022327708,0.39687917,0.26154155,0.08440895,-0.87576157,-5.7466364,1.4868159,7.39851,-111.90722,-218.32402,-61.211014,0
4022361042,0.40482923,0.18886772,0.09168412,-0.8899644,-4.7065077,0.6699843,8.303535,-124.33309,-225.70006,-22.944849,0
4022394376,0.41107485,0.117885746,0.1002953,-0.89836603,-3.4823358,-0.33020872,8.611233,-126.7991,-214.3272,-20.49438,0
4022427710,0.40827352,0.052898627,0.10346913,-0.90543306,-2.110155,-1.1564295,9.240565,-98.29665,-199.76945,-42.34321,0
4022461044,0.40677223,-0.012278214,0.099741966,-0.9079854,-1.5534961,-0.92297983,9.836842,-78.92845,-209.66452,-30.804668,0
4022494378,0.41164568,-0.08212863,0.09206406,-0.90295464,-0.680098,-1.9088467,8.81508,-75.52087,-232.31905,-2.0981777,0
4022527712,0.39899993,-0.14029884,0.08827963,-0.9018436,1.7445319,-3.7328413,8.103841,-74.76692,-183.8174,-57.295372,0
4022561046,0.3604264,-0.19392031,0.086090334,-0.90833724,2.1411934,-2.8122084,9.250512,-83.63617,-155.94202,-146.03688,0
4022594380,0.3453494,-0.22740752,0.077820756,-0.9071735,2.5815086,-2.8885868,8.497764,-26.246574,-112.56621,-61.207203,0
4022627714,0.33516505,-0.2427537,0.08282201,-0.9065736,3.8451903,-2.7529352,8.153799,-42.115795,-41.06701,-31.386827,0
4022661048,0.32060927,-0.24407089,0.0991847,-0.9098362,3.0476537,-3.5470486,7.4584074,-63.89916,20.24348,-35.99198,0
4022694382,0.31134447,-0.22097111,0.1258303,-0.9156436,2.504324,-3.2106771,8.404228,-63.814102,108.314156,-5.3056393,0
4022727716,0.3185623,-0.18232675,0.15495947,-0.91720366,2.0307248,-3.200521,9.223777,-44.315235,149.56706,59.740654,0
4022761050,0.3395102,-0.15561068,0.17225108,-0.9115087,0.94707346,-3.6140707,10.932927,-15.33816,87.07882,97.19591,0
4022794384,0.37283245,-0.1451939,0.17836432,-0.8989444,1.9576819,-5.1461487,7.2061896,3.1593332,11.904674,128.33084,0
4022827718,0.35280326,-0.10746749,0.19961171,-0.90781933,2.1510396,-5.8840103,6.6644087,-21.992788,159.21695,-39.702927,0
4022861052,0.33504298,-0.039060194,0.24734667,-0.9083174,-1.0204213,-3.1162462,6.8656225,-72.35573,282.75504,8.445209,0
4022894386,0.31333494,0.02116049,0.2847282,-0.9057061,-1.4234028,-6.3481126,11.237446,-52.541924,248.09256,-8.651378,0
4022927720,0.29761732,0.034235325,0.2905009,-0.9087692,-2.4831853,-4.32523,8.77543,0.25851223,60.79005,-39.92611,0
4022961054,0.28699386,0.05483076,0.29490623,-0.9097574,-2.2821426,-5.619194,8.330351,9.554376,78.05417,-14.210366,0
4022994388,0.23787627,0.07878743,0.2891198,-0.9239142,-2.338816,-6.906335,8.2557125,65.4406,115.12795,-142.27661,0
4023027722,0.15121695,0.0922699,0.2704921,-0.94628423,-2.2539701,-5.834103,7.94389,116.20398,106.58673,-275.3921,0
4023061056,0.07133826,0.09983805,0.2505537,-0.96029496,-2.4968257,-4.4634295,7.5168157,107.485344,83.025566,-253.91527,0
4023094390,0.014184126,0.10733638,0.22390601,-0.9685784,-2.4646235,-4.8428373,8.379821,116.86432,63.534374,-175.04608,0
4023127724,-0.03904074,0.11077262,0.19847503,-0.9730433,-2.5715096,-3.8992178,7.535617,108.23504,48.475002,-165.31026,0
4023161058,-0.07114198,0.11521852,0.1727498,-0.9756132,-1.5128204,-3.9616184,8.410367,99.72572,38.208374,-94.020836,0
4023194392,-0.08714942,0.113202505,0.13384618,-0.98065054,-1.7823719,-3.1836243,9.004627,140.61087,9.244669,-38.01773,0
4023227726,-0.092725195,0.11143894,0.08851532,-0.9854688,-1.8871528,-2.5802577,8.952325,158.0465,7.3212686,-0.27288437,0
4023261060,-0.099645354,0.1142779,0.039228752,-0.9876601,-2.1910088,-1.7974107,8.956423,169.71297,25.599781,-2.7384243,0
4023294394,-0.11362362,0.11186915,-0.010648132,-0.9871484,-2.2677464,-0.668904,9.951415,175.9306,9.9959345,-28.101814,0
4023327728,-0.123114094,0.09961597,-0.06296804,-0.98537034,-1.6420465,0.36900157,8.949951,186.38963,-21.803572,-12.057562,0
4023361062,-0.12140872,0.088608816,-0.11719519,-0.9816689,-2.238989,1.0012412,8.951328,188.906,-13.676639,25.45709,0
4023394396,-0.119130574,0.08228088,-0.15315138,-0.97753906,-2.5089595,2.1942377,9.058257,125.224266,-5.1595235,19.750446,0
4023427730,-0.10752083,0.069388136,-0.18333346,-0.9746864,-2.418196,3.6508343,9.146248,105.178665,-25.066648,53.45659,0
4023461064,-0.08902906,0.05269973,-0.19824812,-0.97467655,-1.8744949,4.00115,8.710709,51.9483,-39.80125,76.3029,0
4023494398,-0.063891865,0.039682895,-0.2124129,-0.9742813,-1.5376322,4.6025276,8.976967,47.33668,-23.157677,95.810486,0
4023527732,-0.03620542,0.029367115,-0.229531,-0.9721845,-1.3097235,4.4477,8.788568,57.50112,-11.398256,102.40226,0
4023561066,0.0024918849,0.016790587,-0.2435159,-0.9697484,-0.71993136,5.1408224,8.408254,46.43545,-10.657908,140.64787,0
4023594400,0.050481014,0.023339538,-0.25701994,-0.9648045,-0.38381413,4.449508,8.131953,46.520794,61.02854,155.63391,0
4023627734,0.08207014,0.037856374,-0.2601743,-0.9613226,-0.49726894,4.1780047,8.4381275,13.567677,74.61137,93.0829,0
4023661068,0.10002991,0.061126795,-0.25030962,-0.9610425,-0.8341084,4.7151027,8.389617,-28.092993,94.59067,37.615025,0
4023694402,0.13041465,0.08948423,-0.24112968,-0.95751834,-1.094787,4.965996,8.1699095,-23.928007,122.54145,75.5712,0
4023727736,0.16555376,0.120332025,-0.22736824,-0.95205885,-1.9603918,5.167352,8.335498,-37.794563,137.3258,88.630806,0
4023761070,0.19983631,0.15029292,-0.21426357,-0.94422925,-2.5157073,4.553814,8.565523,-33.97972,134.32307,88.13912,0
4023794404,0.22069676,0.172926,-0.19916308,-0.93900156,-3.0131698,4.0499296,8.639503,-40.489254,100.61828,47.12743,0
4023827738,0.2311488,0.19162135,-0.18517075,-0.9357156,-2.9736261,4.0954323,8.273828,-35.04175,78.75326,15.405354,0
4023861072,0.23596747,0.20994401,-0.16550462,-0.93426514,-3.1068017,3.891439,7.85625,-51.054573,77.25773,-7.683357,0
4023894406,0.23833764,0.23190822,-0.13692568,-0.93309444,-3.604877,3.494259,7.9748907,-75.132225,94.59365,-24.294159,0
4023927740,0.23897994,0.2521457,-0.10578134,-0.93173045,-3.8778813,2.9803483,8.132259,-83.306656,90.491104,-30.924686,0
4023961074,0.23756726,0.2738781,-0.07045658,-0.92929476,-4.616472,2.556982,7.950565,-93.298386,98.90349,-40.810684,0
4023994408,0.23251283,0.2946602,-0.0320459,-0.92632955,-5.3341255,2.0698817,7.8451242,-100.37249,98.00297,-54.70953,0
4024027742,0.22629298,0.31401697,0.008940863,-0.9220113,-5.679197,1.43473,7.8591356,-108.38085,96.76476,-59.812622,0
4024061076,0.22027355,0.33268407,0.046993934,-0.9157469,-6.1722383,0.71990955,7.5783095,-99.87586,94.38998,-54.52834,0
4024094410,0.21343866,0.35513437,0.08090542,-0.9065197,-6.803172,0.43347973,7.1424637,-83.50255,106.68875,-49.514267,0
4024127744,0.20977709,0.3749573,0.11071059,-0.8961829,-7.468864,-0.007928938,7.233806,-76.80238,95.94703,-34.54145,0
4024161078,0.21202122,0.38031787,0.13238814,-0.8904376,-7.4487724,-0.39853066,7.4053264,-68.04517,37.354435,-14.693286,0
4024194412,0.2182316,0.3744383,0.1415267,-0.89002323,-7.636177,-0.9536668,7.41072,-40.616005,-14.9553585,4.8305335,0
4024227746,0.22991316,0.3515446,0.13764238,-0.89700115,-7.1851916,-0.8399829,7.5035243,-16.99285,-88.95552,24.506819,0
4024261080,0.24166273,0.3230592,0.12132528,-0.90692466,-7.0476375,-0.8221503,7.679728,18.22965,-119.621124,34.76884,0
4024294414,0.25069597,0.2952231,0.09864118,-0.9166597,-6.488921,-0.49223214,7.1713166,41.55239,-121.55268,33.791668,0
4024327748,0.26048586,0.2664743,0.07104317,-0.92525214,-6.055993,-0.11677961,8.54503,55.089245,-127.78052,41.837463,0
4024361082,0.27302188,0.23675491,0.03442619,-0.93178385,-5.1109886,0.021054104,7.84476,79.88997,-137.75189,60.457558,0
4024394416,0.27911365,0.21355452,0.0009091614,-0.9362101,-4.7055783,0.59160584,8.408632,81.057304,-111.47631,40.03848,0
4024427750,0.28124636,0.19087154,-0.032523725,-0.93989944,-3.9329374,1.0857998,8.570053,84.18053,-109.18534,27.95368,0
4024461084,0.2786815,0.17113174,-0.070526235,-0.9423783,-3.4407363,1.1833559,9.301993,105.01934,-103.833305,16.634703,0
4024494418,0.2747235,0.15380526,-0.10859961,-0.9429088,-2.5558703,2.36901,8.177982,108.85925,-95.27173,13.466648,0
4024527752,0.26468757,0.14058253,-0.13454124,-0.94449764,-2.248235,2.4691734,8.605917,76.211655,-73.32295,-15.171012,0
4024561086,0.24793619,0.13385747,-0.15346637,-0.9471315,-1.9670914,3.1498668,8.461286,62.111145,-49.440586,-44.309742,0
4024594420,0.22650403,0.12854448,-0.16320579,-0.95159674,-1.6156873,2.7161548,8.250833,34.608124,-40.31515,-66.07661,0
4024627754,0.20530517,0.12994811,-0.1611243,-0.9565575,-1.6796466,3.313402,8.399529,0.8028846,-9.212401,-74.684166,0
4024661088,0.1872576,0.13393131,-0.15654583,-0.96046364,-2.0379713,3.6657627,8.868279,-6.4006863,3.26135,-66.12094,0
4024694422,0.1789839,0.13561068,-0.14981249,-0.9628765,-1.9729208,3.3439083,8.743167,-18.692568,2.9947193,-32.644833,0
