timestamp,q_w,q_x,q_y,q_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp_marked
290068891,0.9008902,-0.009828971,-0.0031957023,0.433924,-0.0050041694,-0.18843685,9.856364,-0.32647225,0.65821433,0.92566216,0
290085558,0.9007993,-0.009898781,-0.0031523216,0.4341117,0.0161717,-0.18781538,9.836049,-0.38387036,0.6781539,0.94359094,0
290102225,0.900725,-0.009969486,-0.0031049121,0.43426463,0.014613194,-0.195621,9.845437,-0.3788118,0.7134866,0.92794174,0
290118892,0.9006561,-0.01005679,-0.0030566787,0.43440557,0.0045012394,-0.1826195,9.846775,-0.47412953,0.77517486,0.86945516,0
290135559,0.90059876,-0.010110809,-0.003002785,0.43452355,0.011330807,-0.19912627,9.857927,-0.2575869,0.70521367,0.94844466,0
290152226,0.9005335,-0.010176227,-0.0029589122,0.43465748,0.0024176496,-0.18377727,9.849467,-0.35173923,0.6821495,0.9228064,0
290168893,0.9004413,-0.010238527,-0.0029187803,0.4348473,-0.0022831382,-0.18813846,9.862301,-0.34764117,0.65050495,0.9463445,0
290185560,0.90038496,-0.010306366,-0.002879769,0.4349625,0.0013522691,-0.2075413,9.850837,-0.38763538,0.6505049,0.864038,0
290202227,0.9003301,-0.010366586,-0.0028387038,0.43507493,-0.0035382854,-0.19455156,9.843125,-0.32542214,0.63590574,0.9500199,0
290218894,0.90029943,-0.010433757,-0.0028030768,0.43513718,-0.002833972,-0.18081859,9.838203,-0.38439542,0.61512107,0.911588,0
290235561,0.9002494,-0.0105010625,-0.0027573432,0.4352395,-0.008985627,-0.18119034,9.839034,-0.36055,0.67687327,0.9530038,0
290252228,0.90019673,-0.010570064,-0.002704686,0.43534687,8.867076e-05,-0.19053559,9.847958,-0.35520977,0.7198001,0.9377771,0
290268895,0.90019786,-0.01062249,-0.002662179,0.43534362,0.007911864,-0.19467863,9.834523,-0.28542796,0.59711534,0.95072424,0
290285562,0.90017086,-0.010688462,-0.0026187925,0.43539783,0.00091659167,-0.18446107,9.839378,-0.36471203,0.6493652,0.99532866,0
290302229,0.9001543,-0.010759005,-0.0025817663,0.4354306,0.018763212,-0.19825305,9.85346,-0.41524586,0.6221516,0.96086675,0
290318896,0.9001303,-0.010819698,-0.0025378335,0.435479,0.00959908,-0.17587164,9.851217,-0.33118498,0.6429107,0.95715296,0
290335563,0.9001198,-0.01087561,-0.0024859114,0.43549967,-0.007544153,-0.1867839,9.840162,-0.28387836,0.67921674,0.90235454,0
290352230,0.90011334,-0.010940391,-0.0024276357,0.4355118,0.01165813,-0.18878219,9.852666,-0.32172114,0.7403671,0.92763436,0
290368897,0.90010375,-0.011005127,-0.0023785478,0.43553045,0.005153491,-0.17870454,9.837677,-0.3498951,0.6866317,0.94152933,0
290385564,0.9000971,-0.011063613,-0.0023389817,0.43554285,0.0031189523,-0.18500656,9.843777,-0.34363276,0.6096655,0.927852,0
290402231,0.9000765,-0.011119198,-0.0022960214,0.43558443,0.010028326,-0.18217924,9.857782,-0.31653455,0.62521243,0.9100256,0
290418898,0.9000503,-0.0111754695,-0.0022505568,0.4356373,-0.0005843423,-0.19558664,9.848937,-0.31548437,0.64606106,0.910794,0
290435565,0.9000268,-0.011232782,-0.0022020708,0.43568453,0.010837841,-0.19761522,9.84465,-0.31151444,0.6677423,0.8721444,0
290452232,0.90000826,-0.011302688,-0.002159656,0.43572116,-0.0010991713,-0.18488443,9.841823,-0.4067809,0.66776794,0.950071,0
290468899,0.8999978,-0.011366825,-0.0021067788,0.43574125,-4.5164372e-05,-0.1805438,9.854971,-0.3416478,0.71398604,0.92158985,0
290485566,0.8999792,-0.011428896,-0.0020645102,0.43577817,0.0029442217,-0.18848686,9.851014,-0.3624581,0.6454464,0.8377722,0
290502233,0.8999729,-0.011486442,-0.002014729,0.43578976,0.00037152343,-0.18225189,9.849596,-0.3136659,0.67606646,0.8844641,0
290518900,0.8999446,-0.011538211,-0.0019605183,0.43584716,0.0092182625,-0.18971765,9.849874,-0.26587263,0.68970513,0.92084694,0
290535567,0.899907,-0.011590581,-0.0019060922,0.43592373,0.0101641845,-0.18413824,9.847417,-0.26902297,0.6964669,0.9392753,0
290552234,0.89987105,-0.011641281,-0.0018640469,0.43599677,-0.0004092059,-0.19311841,9.8573885,-0.29733783,0.6173109,0.92896616,0
