timestamp,q_w,q_x,q_y,q_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp_marked
290568901,0.89984703,-0.011704967,-0.0018058375,0.43604487,-0.003596101,-0.18809208,9.859463,-0.32982752,0.75430036,0.94558877,0
290585568,0.8998305,-0.0117659485,-0.0017588054,0.43607748,0.0029096843,-0.18649094,9.848727,-0.3478461,0.6758999,0.93844295,0
290602235,0.89980507,-0.011838255,-0.0017069135,0.4361283,0.0041438662,-0.19325736,9.852277,-0.4037714,0.74374807,0.9041732,0
290618902,0.89978504,-0.01190812,-0.0016623309,0.43616784,0.015717337,-0.18748693,9.854377,-0.41121188,0.6910115,0.9451663,0
290635569,0.89976984,-0.01195754,-0.0016075579,0.43619803,-0.009599804,-0.19641542,9.859612,-0.25523055,0.69676137,0.89838463,0
290652236,0.89975506,-0.012008484,-0.0015616162,0.43622738,-0.014501422,-0.18546271,9.843873,-0.29131883,0.64503664,0.9514157,0
290668903,0.8997359,-0.012064102,-0.001520699,0.43626535,-0.001290047,-0.1816754,9.838405,-0.33591056,0.6297715,0.86679137,0
290685570,0.89971995,-0.012126809,-0.0014666996,0.43629667,-0.0017955406,-0.1902924,9.842454,-0.34321022,0.7315179,0.92223006,0
290702237,0.8997,-0.012185131,-0.0014291167,0.43633652,0.007029844,-0.19665143,9.855528,-0.36583897,0.6188732,0.92484254,0
290718904,0.89968145,-0.012262571,-0.0013798041,0.4363728,-0.009953143,-0.18963015,9.850069,-0.44886258,0.7516751,0.9102689,0
290735571,0.8996402,-0.012310457,-0.0013356924,0.43645656,-0.010171135,-0.18641312,9.842046,-0.2807536,0.6366869,0.85955584,0
290752238,0.89960605,-0.0123550305,-0.0012946855,0.43652582,0.011424985,-0.18005164,9.838422,-0.27236542,0.6045686,0.9609692,0
290768905,0.89958036,-0.012410976,-0.0012489633,0.43657726,0.0023975591,-0.19203337,9.855811,-0.33108255,0.67103356,0.91737646,0
290785572,0.8995429,-0.012464311,-0.0012044406,0.4366529,0.01192701,-0.19129074,9.843409,-0.3179048,0.66208184,0.8484655,0
290802239,0.8994965,-0.012510408,-0.0011568685,0.43674728,0.009960286,-0.18071672,9.846687,-0.26480973,0.663132,0.9172868,0
290818906,0.89945954,-0.012570634,-0.0011157853,0.4368218,0.0064274278,-0.18995908,9.848909,-0.37523887,0.6654756,0.991013,0
290835573,0.8994221,-0.012617533,-0.0010715186,0.43689755,0.013507282,-0.17967948,9.834632,-0.28432658,0.6483151,0.99450916,0
290852240,0.89937687,-0.012671642,-0.0010257309,0.43698928,-0.008545265,-0.18536557,9.836911,-0.3261137,0.68489003,0.9947396,0
290868907,0.8993356,-0.012726678,-0.0009936888,0.43707272,0.006521753,-0.18118916,9.845075,-0.37416312,0.6056827,0.897565,0
290885574,0.899285,-0.012771556,-0.00094649673,0.43717578,-0.0059179235,-0.19126625,9.845745,-0.267768,0.6728008,0.94843197,0
290902241,0.89925855,-0.012822289,-0.0008973509,0.43722853,0.009882627,-0.17926334,9.841938,-0.30147424,0.6986697,1.0016038,0
290918908,0.89922756,-0.012864226,-0.00085973355,0.4372913,0.00096127106,-0.20017819,9.849163,-0.2834173,0.6065792,0.9648752,0
290935575,0.89924914,-0.012926985,-0.0008189437,0.43724522,0.008729021,-0.17930345,9.848308,-0.40610212,0.6837758,0.8815569,0
290952242,0.899193,-0.012982639,-0.00078515976,0.43735904,-2.2794062e-05,-0.17951478,9.846873,-0.3804254,0.63584167,0.95463,0
290968909,0.89918303,-0.013034298,-0.0007476347,0.437378,0.0035845032,-0.19094096,9.850703,-0.35003597,0.64252657,0.9003568,0
290985576,0.8991636,-0.01307672,-0.00069926225,0.4374168,0.0016565024,-0.2007348,9.841779,-0.26095498,0.6868878,0.9099616,0
291002243,0.89914227,-0.013128555,-0.00066162576,0.43745887,-0.0012849299,-0.19176432,9.839896,-0.35207215,0.6515422,0.94717693,0
291018910,0.89911646,-0.01318814,-0.0006126583,0.4375106,-0.015952827,-0.18000396,9.848525,-0.36653057,0.74960047,0.9185418,0
291035577,0.89909154,-0.013218594,-0.0005728888,0.4375607,0.001830271,-0.19614914,9.8455925,-0.21697797,0.60616934,0.94079924,0
291052244,0.8990573,-0.013265115,-0.0005392014,0.43762967,0.00014277699,-0.18473098,9.838342,-0.33493724,0.6221005,0.9508139,0
291068911,0.8990357,-0.013312758,-0.0004993069,0.4376727,0.008365009,-0.18284498,9.837688,-0.32653636,0.6645664,0.96829456,0
291085578,0.8990134,-0.0133680785,-0.00046432109,0.4377169,0.0040141805,-0.19843785,9.842337,-0.39000455,0.66413087,0.873361,0
291102245,0.8989927,-0.013421909,-0.00042748012,0.4377578,-0.0047472273,-0.19573808,9.851908,-0.37713414,0.67287755,0.95383614,0
291118912,0.89896417,-0.013463769,-0.00037797593,0.43781525,-0.0041386494,-0.19562158,9.846582,-0.26556528,0.72003067,0.9535289,0
291135579,0.8989393,-0.013513568,-0.00033828654,0.4378648,0.003925006,-0.18137568,9.851352,-0.34542567,0.6869006,0.9168002,0
291152246,0.89892197,-0.013559097,-0.0002991854,0.43789908,0.01331724,-0.20516405,9.844385,-0.32378292,0.6740046,0.88715345,0
291168913,0.8988912,-0.013608918,-0.0002636085,0.4379606,0.0029057553,-0.19549482,9.859072,-0.36092138,0.6714946,0.9450254,0
291185580,0.8988545,-0.0136524495,-0.00022640554,0.43803453,0.012081148,-0.18842496,9.846993,-0.31782797,0.6686899,0.9225373,0
291202247,0.8988243,-0.013709633,-0.00019085033,0.43809485,-4.6251633e-05,-0.1806434,9.866721,-0.4098416,0.7036,0.91966873,0
291218914,0.898812,-0.013755285,-0.00016373966,0.43811867,-0.001686672,-0.18476926,9.8476925,-0.36893815,0.61660653,0.9520049,0
291235581,0.8988071,-0.01379796,-0.0001420054,0.438127,0.0017980296,-0.19516373,9.847216,-0.3703212,0.57627934,0.982548,0
291252248,0.89877826,-0.013834591,-0.00010306667,0.4381854,-0.004333494,-0.184833,9.8439245,-0.2797931,0.6751955,0.92038596,0
291268915,0.89874333,-0.013872675,-6.835694e-05,0.43825567,0.0026006652,-0.18826768,9.846493,-0.30439416,0.6567801,0.9950983,0
291285582,0.89871395,-0.013915973,-3.520919e-05,0.43831456,0.008291584,-0.19297329,9.851141,-0.34377363,0.6671788,0.9639275,0
291302249,0.89869016,-0.013961101,-2.3089171e-07,0.4383619,0.00081459107,-0.1897164,9.86032,-0.35104766,0.6901278,0.88419515,0
291318916,0.8986561,-0.014006688,3.4628265e-05,0.4384305,0.008649812,-0.2045871,9.837902,-0.3565288,0.6953528,0.9691398,0
291335583,0.89863956,-0.014044211,6.736894e-05,0.4384631,0.008640678,-0.18386123,9.83624,-0.3153563,0.66080123,0.9297472,0
291352250,0.8986135,-0.014079267,9.591384e-05,0.4385153,0.007709333,-0.2055361,9.842379,-0.31451115,0.6348555,0.9235234,0
291368917,0.8985943,-0.014120128,0.0001267968,0.43855327,0.0032402803,-0.18274996,9.848719,-0.34452924,0.6719043,0.87990505,0
291385584,0.8985599,-0.014155171,0.00014672762,0.43862253,0.002898877,-0.19540597,9.838061,-0.3445164,0.59176224,0.99800515,0
291402251,0.8985313,-0.014181466,0.0001773937,0.43868026,0.0069126748,-0.18713026,9.83716,-0.2595975,0.6375193,0.924215,0
291418918,0.89850366,-0.014222676,0.00021113605,0.43873554,0.0029304228,-0.18788159,9.849689,-0.34533605,0.70644313,0.9358305,0
291435585,0.8984758,-0.01424805,0.00023824775,0.43879166,0.0005918631,-0.18650632,9.843442,-0.26976573,0.623381,0.9168769,0
291452252,0.8984541,-0.014278956,0.00026317377,0.438835,0.0026610475,-0.1872597,9.84754,-0.31381962,0.6303605,0.9158653,0
291468919,0.8984255,-0.014311354,0.0002966027,0.43889263,0.005581588,-0.19159889,9.846494,-0.30042416,0.6918567,1.0016807,0
291485586,0.8983963,-0.014331633,0.0003257494,0.43895188,-0.010348378,-0.18275033,9.855097,-0.23992693,0.63589287,0.9440008,0
291502253,0.89837295,-0.014361716,0.00035966706,0.43899873,0.003077027,-0.20359395,9.850655,-0.28903934,0.6993867,0.8933134,0
291518920,0.898338,-0.0143841505,0.00037981797,0.4390695,0.0015293498,-0.19598225,9.839122,-0.28468513,0.59691036,0.9749282,0
291535587,0.8983097,-0.014409138,0.00041881256,0.43912628,0.00038816623,-0.181389,9.843251,-0.24638139,0.7246409,0.9872863,0
291552254,0.8982847,-0.014439276,0.0004311422,0.4391767,0.007775639,-0.19167562,9.843211,-0.3615617,0.5811714,0.94370633,0
291568921,0.8982522,-0.014480388,0.00045589442,0.4392415,0.0069932826,-0.18022671,9.843519,-0.39278355,0.69946367,0.8979236,0
291585588,0.8982222,-0.014509325,0.000492714,0.4393019,0.0019212652,-0.18720664,9.8557205,-0.28528705,0.7411739,0.95252985,0
291602255,0.89818573,-0.014523465,0.00051791035,0.43937597,0.011104829,-0.19193496,9.837519,-0.23102656,0.63142353,0.95446366,0
291618922,0.8981616,-0.014558077,0.00053396204,0.43942422,0.014930541,-0.19624078,9.844578,-0.38828856,0.64124596,0.920386,0
291635589,0.89813894,-0.014586281,0.00055701984,0.43946943,0.00757595,-0.19020675,9.849414,-0.32982752,0.6711104,0.92570055,0
291652256,0.8980967,-0.014616877,0.00057216897,0.4395547,-0.00094256795,-0.20187058,9.835225,-0.36946318,0.6381981,0.9704716,0
291668923,0.90190506,-0.008439164,-0.0043643424,0.43182984,0.00063796365,-0.1874054,9.847756,-0.3672861,0.67898625,0.94960994,0
291685590,0.9018761,-0.008438331,-0.0043566246,0.43189055,0.005513509,-0.18670313,9.846464,-0.3016536,0.717162,0.90935975,0
291702257,0.9018896,-0.008437688,-0.0043555624,0.4318623,0.005095493,-0.19530539,9.849349,-0.32239985,0.66912544,0.9553344,0
291718924,0.9018927,-0.008442088,-0.0043482445,0.43185592,-0.0021211607,-0.18318848,9.844904,-0.3349757,0.7252429,0.91979694,0
291735591,0.9019058,-0.008443817,-0.00433874,0.43182865,0.008727556,-0.19900542,9.83992,-0.31203952,0.72977614,0.8897659,0
291752258,0.90189683,-0.008451886,-0.004338906,0.43184718,-0.00013327372,-0.18714766,9.846419,-0.3798492,0.6909986,0.95073706,0
291768925,0.90190893,-0.008447977,-0.004330806,0.43182206,0.0043598656,-0.18100972,9.836741,-0.28100973,0.70421475,0.9094621,0
291785592,0.9019182,-0.008454455,-0.0043291347,0.4318026,0.0074476097,-0.18835828,9.844295,-0.36475044,0.69631326,0.87567896,0
291802259,0.9019243,-0.008467999,-0.0043158806,0.43178958,-0.0015918072,-0.19986993,9.840087,-0.3740991,0.7867518,1.0304053,0
291818926,0.90192115,-0.008466854,-0.00430467,0.43179637,0.0056651,-0.19462769,9.842481,-0.2888728,0.7333236,0.9513773,0
291835593,0.9019266,-0.008454474,-0.0043052468,0.43178543,-0.0015853314,-0.19213374,9.841629,-0.25398836,0.62530214,0.9695752,0
291852260,0.9019292,-0.008454195,-0.0043010446,0.43177995,0.0073703723,-0.19134419,9.855265,-0.31479287,0.6912419,0.96732116,0
291868927,0.9019292,-0.008441593,-0.004300174,0.43178028,-0.00042874465,-0.18854104,9.847058,-0.24822548,0.6350989,0.93836606,0
291885594,0.9019266,-0.008442559,-0.004301805,0.43178573,0.0107494965,-0.1924413,9.84068,-0.33984208,0.66058356,0.91864437,0
291902261,0.901929,-0.008444978,-0.0042979633,0.43178025,-0.001474336,-0.19205394,9.837078,-0.33250406,0.6987337,0.8925449,0
291918928,0.9019298,-0.008454065,-0.0042961827,0.4317785,0.0036252579,-0.20224687,9.8355465,-0.37991315,0.70640457,0.8677774,0
291935595,0.90193295,-0.008452229,-0.004300854,0.43177187,-0.00039644976,-0.19369934,9.83397,-0.33099288,0.63325477,0.8890103,0
291952262,0.9019199,-0.00846062,-0.004302041,0.43179896,0.0020678956,-0.1919335,9.858239,-0.38399842,0.68544066,1.0045621,0
291968929,0.90192914,-0.008461277,-0.0043058977,0.43177974,-0.013358382,-0.18837759,9.842399,-0.3438121,0.6430645,0.97600394,0
291985596,0.9019312,-0.008464745,-0.0043073096,0.43177545,0.0002726349,-0.18874224,9.846741,-0.35406998,0.66811377,0.9347291,0
292002263,0.90193754,-0.008468153,-0.004304755,0.43176228,0.0006871555,-0.18754967,9.859286,-0.34196797,0.69268906,0.8921351,0
292018930,0.9019494,-0.00846971,-0.0043091164,0.4317375,-0.005745118,-0.1839271,9.840418,-0.35103482,0.64297473,0.91596776,0
292035597,0.9019548,-0.008462578,-0.0043098154,0.43172613,0.0027541346,-0.1988008,9.846856,-0.2864268,0.6406441,0.9197713,0
292052264,0.90196794,-0.008463098,-0.0043010483,0.43169874,0.009727228,-0.17604649,9.843804,-0.3055723,0.7205173,0.9427586,0
292068931,0.90197986,-0.00845671,-0.004300601,0.43167403,0.0012759212,-0.18360534,9.842386,-0.28773308,0.6498262,0.88616735,0
292085598,0.90198374,-0.008449633,-0.0042932807,0.43166608,0.0024696116,-0.19577143,9.852311,-0.26318327,0.69098574,0.9198993,0
292102265,0.90198696,-0.008456184,-0.0042934646,0.43165907,-0.006150322,-0.19487804,9.845474,-0.36984742,0.6842753,0.95712745,0
292118932,0.90199876,-0.008457745,-0.004291377,0.4316344,-0.013193381,-0.19457437,9.85876,-0.33203027,0.6826617,0.9285436,0
292135599,0.9019974,-0.008455918,-0.004290355,0.43163732,0.00216565,-0.19054781,9.841185,-0.31413978,0.66799843,0.9158781,0
292152266,0.9019989,-0.008464214,-0.0042810068,0.43163422,0.003368462,-0.18346812,9.833192,-0.35221303,0.7494596,0.9076565,0
292168933,0.9020012,-0.008464476,-0.004278958,0.4316293,0.010604162,-0.18957074,9.858176,-0.3241287,0.6792936,0.95714015,0
292185600,0.9020059,-0.008464382,-0.0042856727,0.43161973,-0.0014111773,-0.18565312,9.832339,-0.34789732,0.6234707,0.96867865,0
292202267,0.9020136,-0.008474489,-0.004289811,0.43160307,0.0022791396,-0.20022136,9.850742,-0.40360487,0.6695992,0.9473561,0
292218934,0.90203047,-0.008477341,-0.004283292,0.4315678,0.00024642423,-0.1872026,9.846106,-0.326754,0.71329445,0.92260134,0
292235601,0.90204346,-0.008478835,-0.0042917137,0.43154046,0.004052583,-0.19397064,9.837682,-0.36277828,0.6179384,0.88338834,0
292252268,0.90205574,-0.008475954,-0.004293246,0.43151513,0.0041715736,-0.19563392,9.842497,-0.31508744,0.6468295,0.9380459,0
292268935,0.9020617,-0.008476514,-0.0042967494,0.43150264,-0.0015026336,-0.19702196,9.859137,-0.34221128,0.6455873,0.95053214,0
292285602,0.90207624,-0.00848002,-0.0043071983,0.431472,-0.0030048513,-0.19362523,9.840738,-0.38098896,0.6109205,0.8958362,0
292302269,0.9020889,-0.00848923,-0.0043107504,0.43144545,0.0095571745,-0.18746512,9.84162,-0.39579308,0.6694455,0.9680256,0
292318936,0.9020896,-0.00848791,-0.0043115076,0.431444,0.0038495553,-0.19542834,9.85099,-0.32231024,0.657446,0.97308415,0
292335603,0.9020878,-0.00848245,-0.0043082815,0.43144768,-0.00887773,-0.18529609,9.841728,-0.28474918,0.6704444,0.96540016,0
292352270,0.9020929,-0.008481089,-0.004305627,0.43143716,0.0079243,-0.19023038,9.845155,-0.3119627,0.6787045,0.92165387,0
292368937,0.9020961,-0.008483316,-0.004300207,0.4314303,-0.011721266,-0.20035177,9.849895,-0.32602406,0.7076213,0.88210773,0
292385604,0.90210706,-0.008480159,-0.0042993445,0.4314076,0.0158122,-0.18311274,9.838422,-0.3059693,0.66095495,0.9370343,0
292402271,0.9021081,-0.0084778955,-0.004303643,0.43140548,0.004203282,-0.18735236,9.841224,-0.32698452,0.63337004,0.9349084,0
292418938,0.9021124,-0.008466454,-0.004306005,0.43139648,-0.0013093053,-0.19154486,9.841604,-0.26433587,0.6178872,0.92544454,0
292435605,0.902109,-0.008468926,-0.004307524,0.43140358,-0.008867454,-0.18155858,9.848007,-0.3481278,0.6643742,0.9871582,0
292452272,0.9021122,-0.008465808,-0.004305739,0.4313971,-0.0073520285,-0.18301031,9.865396,-0.3038179,0.6682546,0.92780083,0
292468939,0.9021171,-0.008461571,-0.0043023345,0.431387,0.006528528,-0.18695866,9.847272,-0.29216403,0.67468333,0.92317766,0
292485606,0.9021097,-0.008460643,-0.0042948113,0.43140247,-0.001987189,-0.18110055,9.8471575,-0.30056503,0.71178335,0.934537,0
292502273,0.9021033,-0.00845688,-0.0042834445,0.43141598,0.0007814281,-0.19257641,9.840443,-0.27168673,0.7257423,1.0033071,0
292518940,0.9020952,-0.00846058,-0.00428204,0.4314329,0.006949306,-0.1916475,9.845755,-0.34751314,0.68748975,0.9422977,0
292535607,0.9020885,-0.00847458,-0.0042851884,0.43144652,0.0031911193,-0.18223265,9.850148,-0.42487624,0.6898973,0.92881256,0
292552274,0.9020751,-0.008478054,-0.004287114,0.43147448,0.0029731696,-0.19815546,9.856668,-0.35609335,0.6668074,0.95662785,0
292568941,0.9020721,-0.008470096,-0.004279944,0.4314811,0.007871653,-0.2009831,9.844269,-0.25806075,0.68857825,0.91398275,0
292585608,0.90206254,-0.008461587,-0.004271589,0.4315014,0.0037406161,-0.1781441,9.847045,-0.2510172,0.69528866,0.9209494,0
292602275,0.9020688,-0.008458662,-0.0042798137,0.43148828,-0.005474656,-0.19131528,9.839947,-0.33492446,0.60570836,0.97038186,0
292618942,0.9020699,-0.008448675,-0.0042756884,0.4314862,-0.0073848916,-0.19649573,9.838935,-0.25451338,0.66320884,0.91055065,0
292635609,0.9020704,-0.008441217,-0.004261222,0.43148556,0.004991688,-0.1910723,9.848732,-0.23945312,0.73591053,0.8552273,0
292652276,0.9020642,-0.008443142,-0.0042629815,0.43149823,-0.010861884,-0.18125978,9.84648,-0.34574586,0.6618514,0.97506917,0
292668943,0.902056,-0.008445309,-0.0042601884,0.43151543,0.01246255,-0.20617932,9.86276,-0.33384874,0.6918311,0.93028533,0
292685610,0.90206456,-0.008444028,-0.0042537926,0.4314976,0.009519222,-0.19523025,9.846389,-0.3015127,0.7013846,0.93948025,0
292702277,0.90206915,-0.00844041,-0.004242951,0.43148822,0.009250464,-0.1956229,9.845775,-0.27377412,0.72293764,0.9288893,0
292718944,0.9020676,-0.008435304,-0.0042387014,0.4314916,0.011228185,-0.18713662,9.858313,-0.28408325,0.6790119,0.91212577,0
292735611,0.90206295,-0.008437058,-0.0042416905,0.43150136,-0.0013235343,-0.19232234,9.84608,-0.34814066,0.6546414,0.9333332,0
292752278,0.9020585,-0.008434685,-0.0042378935,0.43151087,0.01041311,-0.18887721,9.843636,-0.3024091,0.68591446,0.85773724,0
292768945,0.90205276,-0.008435534,-0.0042335144,0.43152252,-0.003245629,-0.19225821,9.847829,-0.3206454,0.6977476,0.94202876,0
292785612,0.902034,-0.008427796,-0.0042417007,0.43156192,-0.0009386206,-0.18796973,9.836489,-0.30466306,0.59560406,0.9783474,0
292802279,0.90205175,-0.008444704,-0.004248335,0.43152437,-0.0044028712,-0.1873155,9.854426,-0.45287094,0.6756054,0.8297426,0
292818946,0.9020516,-0.008450153,-0.0042530685,0.43152452,0.011064289,-0.19377792,9.8470125,-0.37623775,0.65424436,0.9251755,0
292835613,0.9020476,-0.00844702,-0.0042603295,0.43153286,0.017917424,-0.19560938,9.865825,-0.33049345,0.61439097,0.8967582,0
292852280,0.90204084,-0.008447096,-0.004256933,0.431547,0.005088499,-0.19817203,9.841191,-0.31871164,0.6908065,0.8856423,0
292868947,0.902051,-0.008462861,-0.004260497,0.43152574,0.0017748219,-0.1850416,9.847667,-0.43647885,0.6903712,0.95288855,0
292885614,0.9020537,-0.008464522,-0.004255532,0.4315197,0.003388455,-0.1788788,9.835228,-0.3238086,0.7028317,0.940492,0
292902281,0.90205693,-0.008473554,-0.0042705764,0.43151268,-0.0041300855,-0.19617018,9.846307,-0.4289999,0.59997106,0.9680256,0
292918948,0.9020575,-0.008470762,-0.0042726127,0.4315114,0.00493117,-0.19305655,9.832029,-0.3170468,0.6463557,0.9458193,0
292935615,0.90205127,-0.008477475,-0.004275683,0.4315246,0.004337332,-0.1888644,9.832891,-0.37904233,0.66876686,0.97184193,0
292952282,0.9020532,-0.00847851,-0.004274752,0.43152055,-0.027545558,-0.19486994,9.835273,-0.33197904,0.67705256,0.8881012,0
292968949,0.902054,-0.0084801195,-0.0042686546,0.43151876,0.00037291506,-0.19563729,9.862953,-0.3201587,0.7092092,0.9684097,0
292985616,0.90206164,-0.008481064,-0.004272028,0.43150282,0.010962996,-0.18546435,9.841542,-0.34406823,0.6480333,0.93575364,0
293002283,0.90207726,-0.008492191,-0.004271174,0.43146998,-0.0036688535,-0.19800802,9.851314,-0.39474297,0.70444536,0.87952095,0
293018950,0.90208966,-0.008487101,-0.004268135,0.43144414,0.007459519,-0.20019902,9.844891,-0.28757942,0.6691382,0.9411835,0
293035617,0.9020993,-0.008475742,-0.004261779,0.43142432,0.011761459,-0.18916865,9.852485,-0.23881279,0.6728007,0.8800203,0
293052284,0.9021118,-0.008449069,-0.0042528133,0.43139878,-0.002012511,-0.1890607,9.83715,-0.13609307,0.6431668,0.88356763,1
293068951,0.90212077,-0.008432221,-0.0042455597,0.4313807,0.0125430785,-0.19742711,9.837505,-0.20212263,0.661544,0.91905415,0
293085618,0.90213937,-0.008423592,-0.004248532,0.43134162,-0.0050311326,-0.20331414,9.840625,-0.28337893,0.62238216,0.8507834,0
293102285,0.90214413,-0.008423635,-0.0042527663,0.4313317,-0.004153062,-0.1716266,9.849696,-0.3407898,0.64013183,0.96843547,0
293118952,0.90216005,-0.008432285,-0.0042504105,0.43129823,0.0034789671,-0.18362236,9.849044,-0.3748034,0.7064302,0.8808527,0
293135619,0.9021749,-0.008433638,-0.0042466936,0.43126714,0.0034370108,-0.18498054,9.853175,-0.3255886,0.69411045,0.8449053,0
293152286,0.9021923,-0.008425507,-0.0042538824,0.4312309,0.010079498,-0.19559085,9.838714,-0.2991179,0.5971409,0.8911874,0
293168953,0.90220463,-0.008416244,-0.004258812,0.43120512,0.0015221497,-0.19718404,9.841935,-0.28533825,0.6078598,0.92763436,0
293185620,0.90221626,-0.008428327,-0.004270533,0.43118063,0.012735597,-0.19069098,9.840153,-0.43783626,0.6288879,0.9408249,0
293202287,0.90222895,-0.008426688,-0.0042677587,0.431154,0.0032473933,-0.2010954,9.854777,-0.30972156,0.6784483,0.9220252,0
293218954,0.9022425,-0.008423232,-0.0042659687,0.43112585,0.015218672,-0.18175776,9.849755,-0.3012822,0.6670507,0.91122943,0
293235621,0.9022484,-0.008418355,-0.004268344,0.4311137,0.010886147,-0.20480965,9.855837,-0.30491915,0.6372119,0.96956235,0
293252288,0.9022623,-0.008424954,-0.0042690947,0.4310841,0.006212544,-0.18781698,9.840587,-0.37117922,0.68167555,0.88903594,0
293268955,0.90227497,-0.008430658,-0.004257625,0.43105784,0.00713042,-0.19350277,9.841879,-0.32940492,0.75465894,0.9104482,0
293285622,0.902285,-0.0084339,-0.0042495243,0.43103698,0.0108398665,-0.1985049,9.83232,-0.3241159,0.7265491,0.93127143,0
293302289,0.90229976,-0.008437154,-0.0042468016,0.4310056,0.011522459,-0.18165828,9.834859,-0.34005982,0.69345737,0.87916225,0
293318956,0.9023122,-0.008442637,-0.0042513837,0.43097973,-0.0025126424,-0.18431225,9.839532,-0.37561026,0.65425724,0.931169,0
293335623,0.90232325,-0.008447654,-0.0042550927,0.43095627,0.0015997998,-0.20271434,9.83902,-0.37019318,0.6578046,0.96459347,0
293352290,0.9023342,-0.00844743,-0.004247811,0.4309334,-0.012706498,-0.18118565,9.844513,-0.30502164,0.7114633,0.9149177,0
293368957,0.90234935,-0.008453773,-0.0042457413,0.4309015,0.014214625,-0.19565548,9.847926,-0.36127993,0.6984775,0.87689555,0
293385624,0.90235955,-0.008454521,-0.004244871,0.43088022,0.00051018776,-0.17860286,9.8393755,-0.3300965,0.6745681,0.9199122,0
293402291,0.9023689,-0.008458819,-0.0042476533,0.43086052,-0.0013221407,-0.18542702,9.85889,-0.36306,0.66278625,0.9065166,0
293418958,0.902372,-0.008458385,-0.004247801,0.43085402,0.0014802963,-0.19229504,9.849772,-0.32592162,0.66317046,1.056812,0
293435625,0.90237975,-0.008458153,-0.004253771,0.43083787,-0.0024067967,-0.19581094,9.843289,-0.34442678,0.6293232,0.92951685,0
293452292,0.902389,-0.008463047,-0.0042513353,0.4308185,-0.00455627,-0.19366908,9.848097,-0.35130382,0.6964158,0.9321679,0
293468959,0.9023948,-0.008461005,-0.0042526023,0.43080637,0.0057973247,-0.18572259,9.852736,-0.3192111,0.65286136,0.9580879,0
293485626,0.9024092,-0.00845822,-0.0042509763,0.4307763,-0.0037791643,-0.20273852,9.846512,-0.30607176,0.66894615,0.87466735,0
293502293,0.90242195,-0.0084571075,-0.004251374,0.43074962,0.003717786,-0.17909253,9.845515,-0.32236144,0.6620178,0.8495668,0
293518960,0.9024359,-0.008459759,-0.004248132,0.43072042,-0.0005626303,-0.17995499,9.851456,-0.33502692,0.69432825,0.9150842,0
293535627,0.9024457,-0.008457238,-0.0042479783,0.43069994,-0.0076451497,-0.18946052,9.844718,-0.31214193,0.6597639,0.9520303,0
293552294,0.902457,-0.008461828,-0.0042507164,0.43067604,0.00024689583,-0.19325374,9.839928,-0.36486572,0.6633625,0.91035855,0
293568961,0.90246725,-0.008458814,-0.0042475476,0.4306547,-0.0032866308,-0.19663845,9.854231,-0.30015522,0.6768733,0.95240194,0
293585628,0.9024769,-0.008457618,-0.004247454,0.43063447,0.0016168202,-0.19191395,9.84333,-0.32053015,0.663465,0.9388398,0
293602295,0.9024888,-0.008453961,-0.0042459155,0.43060938,-0.005205093,-0.18788,9.843334,-0.30098766,0.665514,0.9002801,0
293618962,0.9025001,-0.008463965,-0.0042472766,0.43058556,0.0061253654,-0.18492128,9.852303,-0.39434594,0.68710554,0.94961005,0
293635629,0.9025117,-0.008469381,-0.0042426647,0.43056104,0.0051130406,-0.2035705,9.847989,-0.34823027,0.711015,0.9267252,0
293652296,0.90252334,-0.008465203,-0.004236283,0.4305367,-0.006066337,-0.18865573,9.823847,-0.28339174,0.69400805,0.9067343,0
293668963,0.9025116,-0.008480441,-0.0043195644,0.43056017,-0.0151213575,-0.18267731,9.839309,-0.35839853,0.6917798,0.9551808,0
293685630,0.90251535,-0.008498624,-0.004327259,0.43055218,0.016143117,-0.18915385,9.844823,-0.46255258,0.6756182,0.9260849,0
293702297,0.9025267,-0.008503649,-0.004318614,0.43052846,0.002323442,-0.19219777,9.849606,-0.3325809,0.73851013,0.8493747,0
293718964,0.90253025,-0.0085071875,-0.004327477,0.4305208,0.006140958,-0.17564413,9.854616,-0.3751876,0.62536603,0.91714585,0
293735631,0.90253675,-0.008505589,-0.004331255,0.43050727,0.011420854,-0.18127389,9.851646,-0.32831633,0.64040065,0.96180165,0
293752298,0.9025359,-0.008496685,-0.00432682,0.43050918,-0.014607532,-0.19045627,9.847676,-0.2587395,0.66988087,1.0181496,0
293768965,0.90254134,-0.008497795,-0.0043271547,0.4304979,-0.006025469,-0.17947552,9.848484,-0.33503976,0.67026514,0.94432104,0
293785632,0.90254295,-0.008493544,-0.004329854,0.43049428,0.009091489,-0.19217949,9.852816,-0.30885074,0.6401958,0.94836783,0
293802299,0.9025489,-0.008489241,-0.004332304,0.43048188,0.0013287403,-0.19430214,9.849402,-0.3077878,0.64100254,0.9470102,0
293818966,0.90255123,-0.008502261,-0.004333154,0.4304766,0.0020208622,-0.18732579,9.830355,-0.410546,0.70302385,0.9323472,0
293835633,0.9025564,-0.008496961,-0.0043289075,0.43046597,0.016024048,-0.18761556,9.840476,-0.2817781,0.6798955,0.9394034,0
293852300,0.90256923,-0.008493152,-0.0043251263,0.43043953,0.005919962,-0.19478315,9.835889,-0.29243296,0.6811121,0.9003184,0
